median_cropland,netgain,lat,min_cropland,index,distname,block_max_elevation,lon,block_std_elevation,block_avg_elevation,year,biomass
6.5,15.0,21.92777,66.0,1620,devbhumi dwarka,26,69.26119,9.14590072108811,8.05,2010,6.432963371
75.5,21.5625,21.92777,99.0,1621,devbhumi dwarka,37,69.34081,8.51160971849626,20.95,2010,100.8656998
73.5,10.1875,21.92777,95.0,1622,devbhumi dwarka,43,69.42044,9.751410154434076,13.1,2010,140.3635864
81.5,6.5,21.92777,95.0,1623,devbhumi dwarka,24,69.50006,5.673623181001714,12.1,2010,224.0785522
88.5,9.6875,21.92777,95.0,1624,porbandar,37,69.57969,7.343534571308288,23.65,2010,134.2265778
90.0,15.5,21.92777,98.0,1625,porbandar,60,69.65931,10.523782589924592,38.5,2010,85.70906067
76.0,15.125,21.92777,89.0,1626,devbhumi dwarka,284,69.73894,59.36337254570363,76.7,2010,116.4335251
85.5,11.4375,21.92777,97.0,1627,devbhumi dwarka,322,69.81856,56.47866853954685,80.4,2010,217.9797516
79.5,11.0,21.92777,97.0,1628,devbhumi dwarka,112,69.89819,10.808677069836069,92.15,2010,242.6899719
76.5,9.5,21.92777,91.0,1629,jamnagar,142,69.97781,13.25481044753187,119.1,2010,350.2729492
75.0,9.0,21.92777,91.0,1630,jamnagar,134,70.05744,12.920042569589311,103.65,2010,198.1022797
68.5,11.75,21.92777,91.0,1631,jamnagar,133,70.13706,15.897798589741912,96.6,2010,214.4874878
55.0,5.8125,21.92777,85.0,1632,jamnagar,154,70.21669,20.90663770193572,112.25,2010,170.2812958
62.0,5.0625,21.92777,82.0,1633,rajkot,156,70.29631,20.48633691024337,108.1,2010,188.4453735
71.5,7.1875,21.92777,80.0,1634,rajkot,128,70.37594,12.130127781684742,105.6,2010,450.2416687
71.5,8.1875,21.92777,88.0,1635,rajkot,145,70.45556,11.70843712884004,120.25,2010,540.0794678
73.5,7.3125,21.92777,86.0,1636,rajkot,126,70.53519,12.118065027057744,103.95,2010,314.7720947
62.0,5.125,21.92777,90.0,1637,rajkot,136,70.61481,12.56383699353028,111.5,2010,395.0450439
71.5,3.1875,21.92777,87.0,1638,rajkot,150,70.69444,12.920042569589311,122.15,2010,607.8447876
63.5,4.5625,21.92777,87.0,1639,rajkot,154,70.77406,11.673045875006231,133.8,2010,348.4983215
85.0,3.5625,21.92777,94.0,1640,rajkot,156,70.85369,10.2531702414424,141.35,2010,563.7857056
80.0,3.875,21.92777,94.0,1641,rajkot,164,70.93331,11.829940828254385,146.95,2010,514.9629517
76.0,7.875,21.92777,95.0,1642,rajkot,171,71.01294,10.625441167311596,151.0,2010,404.0741882
79.5,7.125,21.92777,92.0,1643,rajkot,178,71.09256,7.95989949685296,164.2,2010,414.9412537
78.0,5.3125,21.92777,86.0,1644,amreli,213,71.17219,11.40822072016491,185.05,2010,564.1948853
56.5,7.125,21.92777,94.0,1645,amreli,216,71.25181,9.169923663804406,198.25,2010,255.0485687
54.5,10.5625,21.92777,74.0,1646,amreli,196,71.33144,15.082688752341207,172.25,2010,283.9131775
39.5,5.25,21.92777,70.0,1647,amreli,227,71.41106,26.910221106486656,151.8,2010,167.5346985
61.0,5.5,21.92777,89.0,1648,botad,171,71.49069,20.23462379190678,119.6,2010,319.2174377
69.5,7.9375,21.92777,91.0,1649,botad,107,71.57031,9.399335082866235,90.05,2010,420.0187683
72.5,10.0625,21.92777,91.0,1650,botad,85,71.64994,8.840107465410135,71.45,2010,428.1377258
78.5,12.25,21.92777,92.0,1651,bhavnagar,72,71.72956,8.43371211270577,53.85,2010,417.1243286
78.0,29.375,21.92777,88.0,1652,bhavnagar,49,71.80919,8.046117075956575,32.6,2010,688.6429443
34.0,27.0625,21.92777,72.0,1653,bhavnagar,28,71.88882,4.269367634673781,17.65,2010,521.8140259
18.5,15.1875,21.92777,68.0,1654,bhavnagar,14,71.96844,1.699264546796643,10.25,2010,260.3535767
2.0,3.125,21.92777,15.0,1655,bhavnagar,11,72.04807,1.4654350889752843,7.95,2010,38.33135986
0.0,1.1875,21.92777,9.0,1656,bhavnagar,11,72.12769,1.829617446353199,7.05,2010,77.92784882
0.0,0.25,21.92777,5.0,1657,,7,72.20732,2.4413111231467406,3.8,2010,15.79472351
0.0,1.0625,21.92777,5.0,1658,,8,72.60544,3.023243291566195,4.4,2010,4.447619438
2.5,3.3125,21.92777,28.0,1659,,9,72.68507,1.883480820183736,6.05,2010,56.86753464
62.5,20.4375,21.92777,97.0,1660,bhar@ch,16,72.76469,2.8191310718020897,7.55,2010,169.687088
86.0,20.0,21.92777,97.0,1661,bhar@ch,18,72.84432,3.007906248539007,9.95,2010,207.2903137
88.0,3.4375,21.92777,93.0,1662,bhar@ch,19,72.92394,2.0463381929681126,13.75,2010,215.1691589
88.0,2.4375,21.92777,93.0,1663,vadodara,23,73.00357,2.5019992006393608,18.2,2010,177.0007629
80.0,3.4375,21.92777,88.0,1664,bhar@ch,27,73.08319,2.3345235059857505,23.5,2010,179.1544952
74.5,3.625,21.92777,86.0,1665,vadodara,32,73.16282,2.7436289836637897,27.35,2010,333.4980469
63.0,3.4375,21.92777,80.0,1666,bhar@ch,37,73.24244,8.522176951929595,27.35,2010,245.0161133
55.0,9.0625,21.92777,79.0,1667,vadodara,40,73.32207,9.1706052144883,28.0,2010,246.4465942
57.5,9.625,21.92777,85.0,1668,vadodara,47,73.40169,9.58070978581441,33.9,2010,174.8443756
37.0,16.625,21.92777,62.0,1669,narmada,51,73.48132,9.947235796943792,37.55,2010,131.1529236
53.5,20.75,21.92777,86.0,1670,narmada,58,73.56094,10.924628140124495,44.55,2010,121.1199341
28.0,13.0625,21.92777,57.0,1671,narmada,57,73.64057,10.064790112068906,45.0,2010,55.28404999
28.0,7.4375,21.92777,46.0,1672,narmada,180,73.72019,29.65366756406364,74.6,2010,64.01144409
7.0,4.5625,21.92777,26.0,1673,narmada,348,73.79982,65.52671211040578,151.5,2010,29.74326897
1.0,1.3125,21.92777,14.0,1674,chhota udepur,446,73.87944,96.10509872009914,256.1,2010,7.324314594
0.0,0.125,21.84717,2.0,1675,,10,69.26119,2.179449471770337,0.5,2010,0.796226025
8.5,9.6875,21.84717,90.0,1676,,28,69.34081,8.896488071143578,6.55,2010,14.846632
48.5,9.9375,21.84717,95.0,1677,porbandar,26,69.42044,7.551655447648549,8.15,2010,47.91405869
90.5,7.1875,21.84717,96.0,1678,porbandar,25,69.50006,5.78338136387356,13.45,2010,96.37572479
90.0,4.75,21.84717,99.0,1679,porbandar,28,69.57969,5.82129710631574,19.25,2010,79.20952606
86.0,11.4375,21.84717,99.0,1680,devbhumi dwarka,274,69.65931,55.5941543689622,55.3,2010,76.30567932
0.0,2.625,21.84717,54.0,1681,devbhumi dwarka,384,69.73894,95.87047251369944,179.95,2010,17.18147278
64.0,6.75,21.84717,97.0,1682,devbhumi dwarka,330,69.81856,71.04787118556051,108.0,2010,109.8750839
66.5,7.625,21.84717,97.0,1683,devbhumi dwarka,95,69.89819,12.593252161375949,75.1,2010,210.4518738
22.5,5.625,21.84717,84.0,1684,jamnagar,165,69.97781,21.96195574169113,113.35,2010,88.07183838
25.5,6.375,21.84717,82.0,1685,jamnagar,179,70.05744,26.288590681130096,120.9,2010,68.00161743
67.0,12.375,21.84717,91.0,1686,rajkot,164,70.13706,34.10483836642537,92.6,2010,272.743988
83.0,7.0,21.84717,98.0,1687,rajkot,110,70.21669,15.173249487173145,78.65,2010,520.5178833
67.0,9.0625,21.84717,91.0,1688,rajkot,104,70.29631,12.996153277027783,77.0,2010,342.2218628
70.0,9.75,21.84717,86.0,1689,rajkot,107,70.37594,12.874296097262947,85.55,2010,329.4067993
70.0,8.75,21.84717,88.0,1690,rajkot,127,70.45556,20.13274695614088,89.65,2010,430.2428589
78.0,4.6875,21.84717,99.0,1691,rajkot,99,70.53519,11.425738488167845,81.95,2010,288.9465027
65.5,5.5625,21.84717,88.0,1692,rajkot,118,70.61481,11.976957042588072,89.95,2010,401.1973877
59.5,3.25,21.84717,87.0,1693,rajkot,150,70.69444,16.794642002734086,112.8,2010,535.5827026
71.5,3.75,21.84717,91.0,1694,rajkot,145,70.77406,13.326196006362808,117.75,2010,378.3320618
86.0,2.6875,21.84717,91.0,1695,rajkot,151,70.85369,13.91186543925724,123.6,2010,422.221283
80.5,2.875,21.84717,95.0,1696,rajkot,147,70.93331,9.596353474106714,126.9,2010,619.8105469
80.5,5.5625,21.84717,92.0,1697,rajkot,163,71.01294,10.11137972781163,141.4,2010,512.2609863
75.0,4.5625,21.84717,88.0,1698,rajkot,180,71.09256,10.41345283755585,159.4,2010,300.1234131
83.0,4.4375,21.84717,94.0,1699,amreli,197,71.17219,10.22936948203554,179.6,2010,651.263916
75.5,5.4375,21.84717,94.0,1700,amreli,220,71.25181,13.04789255014004,187.45,2010,431.0822449
58.5,6.75,21.84717,94.0,1701,amreli,189,71.33144,14.786733919294011,157.55,2010,308.9479065
62.5,5.4375,21.84717,78.0,1702,amreli,149,71.41106,11.829623831720092,127.6,2010,166.090683
72.5,3.3125,21.84717,87.0,1703,botad,125,71.49069,12.301524295793593,101.85,2010,404.7537231
74.0,5.1875,21.84717,93.0,1704,botad,98,71.57031,8.485870609430714,79.7,2010,347.3424377
78.5,5.125,21.84717,96.0,1705,botad,74,71.64994,7.459725196010909,62.05,2010,331.8349915
80.0,7.3125,21.84717,96.0,1706,bhavnagar,60,71.72956,8.08146026408594,44.3,2010,377.9007874
76.5,25.625,21.84717,90.0,1707,bhavnagar,45,71.80919,6.714722630161279,26.75,2010,533.3112793
43.0,29.375,21.84717,59.0,1708,bhavnagar,19,71.88882,3.3090784215548594,13.5,2010,339.9749451
25.5,17.5625,21.84717,57.0,1709,bhavnagar,26,71.96844,3.707762128292483,11.45,2010,121.552681
3.0,3.5,21.84717,12.0,1710,bhavnagar,12,72.04807,1.532155344604456,8.05,2010,70.5539856
1.0,3.1875,21.84717,23.0,1711,bhavnagar,11,72.12769,1.479019945774904,7.25,2010,148.8334656
0.0,0.5,21.84717,5.0,1712,bhavnagar,8,72.20732,1.82414363469547,4.65,2010,29.42679596
0.0,1.25,21.84717,11.0,1713,,8,72.60544,2.9171904291629644,2.7,2010,32.16915512
5.5,5.0625,21.84717,52.0,1714,bhar@ch,11,72.68507,1.5937377450509227,6.4,2010,164.5192108
83.0,13.9375,21.84717,93.0,1715,bhar@ch,13,72.76469,2.351063589101749,7.65,2010,182.948822
91.0,13.125,21.84717,96.0,1716,bhar@ch,14,72.84432,1.8275666882497068,10.4,2010,224.3574066
89.5,4.5625,21.84717,96.0,1717,bhar@ch,20,72.92394,2.1788758569500923,13.55,2010,180.1673737
84.0,5.6875,21.84717,95.0,1718,bhar@ch,21,73.00357,2.108909670896314,17.55,2010,186.4962769
77.5,5.0625,21.84717,87.0,1719,bhar@ch,25,73.08319,2.0712315177207983,21.9,2010,211.1557007
60.5,3.75,21.84717,77.0,1720,bhar@ch,28,73.16282,8.535074692116057,17.95,2010,167.2805786
63.0,7.5,21.84717,84.0,1721,vadodara,44,73.24244,9.880662933224674,24.65,2010,151.3670807
66.5,10.6875,21.84717,84.0,1722,narmada,66,73.32207,14.52403180938406,34.95,2010,174.5533752
56.5,13.25,21.84717,81.0,1723,narmada,175,73.40169,36.25892993456922,62.3,2010,148.8048096
25.5,6.875,21.84717,61.0,1724,narmada,319,73.48132,71.39292682051914,87.5,2010,59.11075211
38.5,8.75,21.84717,86.0,1725,narmada,310,73.56094,64.5913306876395,91.4,2010,120.2425919
2.5,3.125,21.84717,43.0,1726,narmada,527,73.64057,147.66803140829094,169.95,2010,10.9626255
0.0,0.5625,21.84717,9.0,1727,narmada,532,73.72019,136.03399391328625,176.45,2010,8.721282005
0.0,0.3125,21.84717,2.0,1728,narmada,297,73.79982,65.13315208094876,171.35,2010,0.633721113
0.0,0.1875,21.84717,1.0,1729,narmada,672,73.87944,171.64972327388122,291.35,2010,0.06815657
0.0,0.375,21.76657,9.0,1730,,0,69.34081,0.0,0.0,2010,0.161397815
11.5,10.75,21.76657,95.0,1731,,23,69.42044,7.592595076783696,4.45,2010,14.64064789
50.5,12.0625,21.76657,95.0,1732,porbandar,20,69.50006,6.46896436842869,9.45,2010,40.75567627
67.0,7.6875,21.76657,94.0,1733,porbandar,23,69.57969,5.517245689653488,13.4,2010,70.14038849
74.5,6.0,21.76657,94.0,1734,porbandar,316,69.65931,66.6637082676924,56.5,2010,61.17879868
1.5,1.375,21.76657,55.0,1735,porbandar,291,69.73894,73.85390984910684,147.0,2010,4.119307995
55.0,7.0,21.76657,89.0,1736,jamnagar,180,69.81856,29.6736836270794,79.65,2010,68.41310883
60.5,11.0625,21.76657,89.0,1737,porbandar,120,69.89819,17.737742246407798,57.65,2010,151.8997498
28.5,15.375,21.76657,73.0,1738,porbandar,151,69.97781,22.952995447217777,93.6,2010,16.46729279
24.5,17.6875,21.76657,68.0,1739,rajkot,192,70.05744,35.949826147006604,107.1,2010,57.89552689
67.5,16.375,21.76657,98.0,1740,rajkot,183,70.13706,42.565567070109616,75.35,2010,380.5540161
87.5,6.625,21.76657,99.0,1741,rajkot,77,70.21669,12.406752193866048,50.15,2010,483.6398315
81.5,13.6875,21.76657,96.0,1742,rajkot,82,70.29631,12.967170084486437,50.95,2010,543.2965088
84.5,12.25,21.76657,97.0,1743,rajkot,85,70.37594,12.861862229086425,57.15,2010,441.1175537
71.0,8.375,21.76657,96.0,1744,rajkot,87,70.45556,11.223190277278558,65.2,2010,306.8226013
76.0,6.0,21.76657,96.0,1745,rajkot,101,70.53519,10.146920715172657,82.2,2010,358.5246582
60.0,3.375,21.76657,88.0,1746,rajkot,105,70.61481,9.369631796394136,88.1,2010,346.8639221
66.0,4.5625,21.76657,98.0,1747,rajkot,133,70.69444,13.848736404452213,99.75,2010,373.5449219
74.5,3.25,21.76657,98.0,1748,amreli,130,70.77406,11.589974115588008,111.35,2010,399.3048401
81.0,2.75,21.76657,97.0,1749,rajkot,144,70.85369,12.475976915656746,121.5,2010,511.5804749
80.5,3.1875,21.76657,91.0,1750,rajkot,148,70.93331,11.14663626391388,133.45,2010,581.0180054
77.0,2.8125,21.76657,97.0,1751,rajkot,169,71.01294,10.901720047772278,146.05,2010,601.493042
84.5,2.625,21.76657,97.0,1752,amreli,184,71.09256,10.321821544669332,160.4,2010,524.1705322
86.0,3.1875,21.76657,96.0,1753,amreli,190,71.17219,8.62496376803984,172.1,2010,655.9553223
75.5,3.5,21.76657,92.0,1754,amreli,188,71.25181,11.27597002479166,164.45,2010,463.9595642
76.5,3.6875,21.76657,94.0,1755,amreli,167,71.33144,10.137060717979349,147.2,2010,545.9934082
67.0,4.1875,21.76657,91.0,1756,amreli,144,71.41106,8.141713578848128,129.25,2010,389.3219299
65.0,6.9375,21.76657,82.0,1757,amreli,126,71.49069,10.767543823918247,108.4,2010,332.7066956
73.5,8.625,21.76657,93.0,1758,botad,102,71.57031,8.593456813180596,85.95,2010,435.1996765
75.0,6.6875,21.76657,93.0,1759,bhavnagar,97,71.64994,11.115754585272205,68.2,2010,328.2980042
75.0,10.6875,21.76657,91.0,1760,bhavnagar,85,71.72956,13.276294663798328,50.2,2010,425.4124756
72.0,26.3125,21.76657,83.0,1761,bhavnagar,69,71.80919,13.617176653036417,34.65,2010,557.206604
36.0,17.3125,21.76657,80.0,1762,bhavnagar,52,71.88882,13.149524706239385,23.3,2010,370.8510742
50.5,18.375,21.76657,80.0,1763,bhavnagar,79,71.96844,18.77205369691873,23.1,2010,160.1452942
31.0,13.3125,21.76657,84.0,1764,bhavnagar,80,72.04807,19.40843888621648,22.25,2010,199.7713165
8.0,4.625,21.76657,46.0,1765,bhavnagar,43,72.12769,12.041075533356643,20.75,2010,78.30574799
0.0,1.75,21.76657,58.0,1766,bhavnagar,33,72.20732,8.752142594816426,10.0,2010,35.73286438
0.0,0.0,21.76657,0.0,1767,,6,72.28694,2.43874967965144,1.55,2010,0.050714824
4.5,5.125,21.76657,15.0,1768,bhar@ch,11,72.60544,2.5099800796022267,6.0,2010,89.18847656
13.0,11.8125,21.76657,46.0,1769,bhar@ch,10,72.68507,1.5451537140362444,6.75,2010,162.791153
72.0,14.3125,21.76657,94.0,1770,bhar@ch,13,72.76469,1.8241436346954696,7.35,2010,167.8520966
84.5,11.4375,21.76657,95.0,1771,bhar@ch,12,72.84432,1.74928556845359,9.8,2010,273.9658508
83.5,5.875,21.76657,95.0,1772,bhar@ch,20,72.92394,2.531797780234432,13.7,2010,217.9445038
79.0,3.9375,21.76657,91.0,1773,bhar@ch,23,73.00357,2.5514701644346145,17.7,2010,147.818634
73.0,3.875,21.76657,90.0,1774,bhar@ch,23,73.08319,6.087692502089769,16.2,2010,141.8655396
58.0,4.3125,21.76657,88.0,1775,bhar@ch,39,73.16282,9.593096476112391,16.15,2010,118.6134949
52.5,8.3125,21.76657,84.0,1776,bhar@ch,88,73.24244,20.0934690882386,39.05,2010,155.0393066
18.0,8.875,21.76657,84.0,1777,bhar@ch,138,73.32207,35.20170450418559,79.8,2010,65.64118958
0.5,3.5,21.76657,81.0,1778,narmada,289,73.40169,72.17927334075898,171.05,2010,13.63037872
1.0,0.5625,21.76657,5.0,1779,narmada,347,73.48132,65.62362379509379,180.8,2010,18.17741966
0.0,0.3125,21.76657,5.0,1780,narmada,444,73.56094,85.60116821632752,176.2,2010,1.610579491
0.0,0.0,21.76657,0.0,1781,narmada,643,73.64057,122.91105523914436,385.65,2010,0.237660646
0.0,0.0,21.76657,0.0,1782,narmada,766,73.72019,159.78056045714698,413.15,2010,0.831849754
0.0,0.75,21.76657,11.0,1783,narmada,820,73.79982,185.05758563214857,339.7,2010,4.661856651
0.5,1.125,21.76657,11.0,1784,nandurbar,901,73.87944,159.7082026697439,353.7,2010,0.280293882
0.0,0.0,21.68597,0.0,1785,,0,69.42044,0.0,0.0,2010,0.203817323
0.0,3.5,21.68597,64.0,1786,,12,69.50006,2.930870177950569,1.1,2010,12.18465137
30.0,8.375,21.68597,83.0,1787,porbandar,22,69.57969,7.261370394078518,8.35,2010,49.58339691
42.0,6.9375,21.68597,77.0,1788,porbandar,48,69.65931,11.486840296617691,17.95,2010,43.68944168
39.0,15.8125,21.68597,83.0,1789,porbandar,241,69.73894,59.27940198753696,45.45,2010,36.06946564
61.5,20.0625,21.68597,96.0,1790,porbandar,140,69.81856,31.918489939218617,44.9,2010,47.17879486
77.5,11.625,21.68597,96.0,1791,porbandar,105,69.89819,19.15848376046497,35.55,2010,40.54348755
65.5,9.4375,21.68597,94.0,1792,porbandar,115,69.97781,28.58688510488682,50.7,2010,19.88455582
67.5,15.1875,21.68597,94.0,1793,porbandar,125,70.05744,27.213002406937758,53.45,2010,51.0324707
68.5,15.75,21.68597,87.0,1794,porbandar,64,70.13706,13.04453908729626,37.2,2010,213.161026
85.0,13.25,21.68597,99.0,1795,rajkot,54,70.21669,6.957729514719583,35.7,2010,455.982666
85.0,9.875,21.68597,99.0,1796,rajkot,242,70.29631,43.85826603959623,58.55,2010,536.0792847
94.5,1.5,21.68597,99.0,1797,rajkot,70,70.37594,9.474175425861608,56.8,2010,522.7567749
88.0,2.875,21.68597,100.0,1798,rajkot,81,70.45556,7.420242583635659,64.2,2010,383.2921753
88.0,4.4375,21.68597,99.0,1799,rajkot,98,70.53519,8.510434771502569,81.35,2010,415.1031189
75.5,3.4375,21.68597,97.0,1800,rajkot,133,70.61481,11.704165925002943,101.75,2010,498.9986267
80.5,3.375,21.68597,93.0,1801,rajkot,133,70.69444,14.245262370346149,108.85,2010,466.4577637
81.5,2.6875,21.68597,94.0,1802,rajkot,137,70.77406,10.68304731806426,119.65,2010,266.1654358
81.0,1.5,21.68597,94.0,1803,amreli,159,70.85369,10.777174954504543,139.45,2010,485.2173767
83.5,1.5,21.68597,98.0,1804,amreli,177,70.93331,12.479883813561727,156.55,2010,718.5545044
82.5,1.0,21.68597,97.0,1805,amreli,181,71.01294,9.799362224144998,166.65,2010,785.3202515
81.5,1.5625,21.68597,94.0,1806,amreli,181,71.09256,10.385566907973775,165.8,2010,608.7183228
79.0,1.375,21.68597,94.0,1807,amreli,178,71.17219,14.380107788191298,152.75,2010,515.0690308
83.5,1.4375,21.68597,93.0,1808,amreli,160,71.25181,9.04930936591296,144.1,2010,461.6089478
80.5,3.3125,21.68597,93.0,1809,amreli,152,71.33144,10.818964830333815,132.5,2010,521.1806641
76.0,11.6875,21.68597,93.0,1810,amreli,134,71.41106,8.375410437703934,118.55,2010,517.3567505
80.0,9.5625,21.68597,96.0,1811,amreli,127,71.49069,8.557306819321134,106.65,2010,501.8366089
66.5,6.0,21.68597,96.0,1812,amreli,103,71.57031,8.20045730432151,90.95,2010,344.8754578
63.5,3.6875,21.68597,96.0,1813,bhavnagar,106,71.64994,13.142583459883374,90.65,2010,348.8384399
57.0,2.5625,21.68597,88.0,1814,bhavnagar,108,71.72956,18.142767153882563,83.8,2010,207.0770569
27.5,5.125,21.68597,88.0,1815,bhavnagar,133,71.80919,26.81529414345478,81.8,2010,236.3993073
35.0,8.0,21.68597,54.0,1816,bhavnagar,148,71.88882,33.02059963113935,78.2,2010,99.54484558
41.5,9.5625,21.68597,56.0,1817,bhavnagar,151,71.96844,28.27591731491659,72.85,2010,46.49980164
43.0,11.5,21.68597,89.0,1818,bhavnagar,104,72.04807,23.44866733953126,66.4,2010,149.4351196
76.0,7.8125,21.68597,89.0,1819,bhavnagar,128,72.12769,24.89231809213437,58.35,2010,330.6967468
67.0,7.5,21.68597,96.0,1820,bhavnagar,66,72.20732,16.904067557839447,28.05,2010,276.9330139
8.5,2.9375,21.68597,96.0,1821,,36,72.28694,9.48090185583629,7.25,2010,129.3542328
0.0,0.0,21.68597,0.0,1822,,0,72.36657,0.0,0.0,2010,0.885924697
7.0,5.4375,21.68597,22.0,1823,,12,72.60544,3.956008088970497,4.5,2010,6.189660072
2.5,4.75,21.68597,19.0,1824,bhar@ch,10,72.68507,3.3087006513131403,4.55,2010,43.87516403
32.5,7.4375,21.68597,92.0,1825,bhar@ch,8,72.76469,2.71062723368596,4.55,2010,104.944313
66.5,6.8125,21.68597,92.0,1826,bhar@ch,13,72.84432,3.922690403281911,6.75,2010,142.8735657
67.5,6.9375,21.68597,88.0,1827,bhar@ch,16,72.92394,4.488596662655267,9.95,2010,145.9571991
33.5,5.25,21.68597,88.0,1828,bhar@ch,25,73.00357,5.642694391866353,14.4,2010,59.33280945
44.0,9.0,21.68597,88.0,1829,bhar@ch,29,73.08319,7.696752561957543,17.4,2010,115.8819427
17.0,4.875,21.68597,52.0,1830,bhar@ch,54,73.16282,12.811713390487627,30.6,2010,152.6355438
10.5,4.3125,21.68597,52.0,1831,bhar@ch,101,73.24244,17.92895702488017,62.45,2010,153.7650757
9.0,4.0625,21.68597,26.0,1832,bhar@ch,170,73.32207,26.29904941247877,111.6,2010,62.15058899
1.5,1.3125,21.68597,21.0,1833,bhar@ch,281,73.40169,40.71102430546301,176.75,2010,21.80360985
1.5,1.4375,21.68597,7.0,1834,bhar@ch,236,73.48132,37.70159147834479,173.7,2010,45.20544052
2.0,1.625,21.68597,12.0,1835,narmada,233,73.56094,30.728610446943417,178.55,2010,40.50020981
1.0,0.8125,21.68597,4.0,1836,narmada,402,73.64057,56.960161516624936,242.8,2010,22.71829796
2.0,1.3125,21.68597,6.0,1837,narmada,427,73.72019,59.91450158350648,329.45,2010,21.31883621
2.0,1.4375,21.68597,6.0,1838,narmada,732,73.79982,108.56761717934128,428.35,2010,19.69049835
3.0,2.0625,21.68597,6.0,1839,narmada,680,73.87944,155.82595258813598,458.15,2010,0.757654428
0.0,0.0625,21.60537,1.0,1840,,6,69.57969,1.8000000000000005,0.6,2010,1.051211357
6.0,5.6875,21.60537,62.0,1841,porbandar,10,69.65931,3.380458548777073,3.65,2010,4.475465298
9.0,6.4375,21.60537,62.0,1842,porbandar,12,69.73894,3.3686050525402944,3.55,2010,7.044362545
52.0,18.75,21.60537,96.0,1843,porbandar,24,69.81856,5.661051139143684,9.45,2010,36.22994232
82.0,11.0,21.60537,96.0,1844,porbandar,24,69.89819,5.694514904713131,14.15,2010,49.10769653
87.0,8.4375,21.60537,94.0,1845,porbandar,28,69.97781,5.386093203798093,16.3,2010,59.63135147
86.0,13.0625,21.60537,99.0,1846,porbandar,45,70.05744,7.1442284397967,21.4,2010,81.06855774
84.0,7.75,21.60537,97.0,1847,j@nagadh,37,70.13706,4.798697740012388,26.15,2010,151.8811951
86.5,4.75,21.60537,99.0,1848,j@nagadh,56,70.21669,7.870673414645028,40.55,2010,257.3851929
85.0,4.625,21.60537,99.0,1849,rajkot,266,70.29631,45.71681856822498,70.15,2010,366.3726196
87.0,4.6875,21.60537,99.0,1850,j@nagadh,69,70.37594,8.722958213817144,53.9,2010,261.6793823
81.0,3.0625,21.60537,93.0,1851,j@nagadh,144,70.45556,20.487740236541462,66.45,2010,110.3832779
68.0,1.6875,21.60537,92.0,1852,j@nagadh,508,70.53519,100.44754850169312,132.7,2010,71.18139648
76.0,1.625,21.60537,97.0,1853,j@nagadh,493,70.61481,84.23970263480277,139.85,2010,150.9483032
82.0,1.3125,21.60537,90.0,1854,j@nagadh,153,70.69444,11.69144986731757,128.9,2010,186.5379486
80.5,1.375,21.60537,90.0,1855,j@nagadh,171,70.77406,14.777939639882144,142.75,2010,178.1052551
73.0,2.0625,21.60537,95.0,1856,j@nagadh,184,70.85369,14.954180017640551,160.65,2010,315.136322
80.5,2.125,21.60537,98.0,1857,amreli,181,70.93331,9.486832980505138,166.0,2010,548.0707397
82.0,1.9375,21.60537,97.0,1858,amreli,183,71.01294,11.73658809024156,161.95,2010,599.5909424
83.5,2.0625,21.60537,94.0,1859,amreli,180,71.09256,13.013070352534024,151.6,2010,569.6687012
82.5,2.3125,21.60537,92.0,1860,amreli,148,71.17219,9.967447015158896,130.5,2010,507.5627136
76.5,3.6875,21.60537,92.0,1861,amreli,139,71.25181,8.642193008721803,124.25,2010,482.0512695
75.0,6.6875,21.60537,97.0,1862,amreli,136,71.33144,9.54515583948214,115.7,2010,567.7422485
70.0,18.3125,21.60537,91.0,1863,amreli,115,71.41106,7.774799032772488,101.95,2010,512.4301147
77.0,11.625,21.60537,98.0,1864,amreli,133,71.49069,10.2230132544177,101.3,2010,602.8353882
82.5,5.125,21.60537,96.0,1865,bhavnagar,117,71.57031,6.859118019104206,104.45,2010,490.2721863
83.5,5.6875,21.60537,96.0,1866,bhavnagar,118,71.64994,5.713799086422273,105.95,2010,597.5390625
81.5,3.4375,21.60537,96.0,1867,bhavnagar,108,71.72956,8.868483523128406,95.5,2010,593.769043
80.0,2.375,21.60537,94.0,1868,bhavnagar,124,71.80919,16.020611723651502,89.8,2010,395.2741394
62.5,3.4375,21.60537,83.0,1869,bhavnagar,136,71.88882,21.01731429084125,92.35,2010,199.1694031
61.5,4.25,21.60537,87.0,1870,bhavnagar,127,71.96844,14.655715608594484,99.1,2010,183.6804047
30.0,7.625,21.60537,87.0,1871,bhavnagar,182,72.04807,29.24636729578564,118.5,2010,160.1361542
70.5,6.6875,21.60537,91.0,1872,bhavnagar,239,72.12769,46.73703028648696,111.5,2010,246.5675812
76.0,7.375,21.60537,96.0,1873,bhavnagar,85,72.20732,18.15323662601245,54.6,2010,387.2523804
58.5,1.6875,21.60537,96.0,1874,bhavnagar,49,72.28694,13.50287006528612,14.15,2010,240.640564
0.0,0.0,21.60537,6.0,1875,,0,72.36657,0.0,0.0,2010,1.373395205
0.0,0.0,21.60537,0.0,1876,bhar@ch,9,72.68507,2.903015673398957,3.85,2010,0.29960072
9.5,5.75,21.60537,93.0,1877,,10,72.76469,2.740437921208944,5.3,2010,25.48815918
74.0,10.0,21.60537,93.0,1878,bhar@ch,15,72.84432,3.782856063875548,8.7,2010,119.0509491
